chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,87873,0,0,0,0,0,2,3.3,3.8,6,3.8,200,False,,,45,87873.jpg,3.2,5.7,a,10,2,19,10054,2877,0.8,4.2,Dallas,540,0,1,2,9,0,0,0,1,0,0,0,110,122.2,53.6,89.0,26.6,55,17,105,25,52,2,63,10,,,,,,,3.166666666666667,0.7111111111111111,0.2666666666666667
,,105377,0,0,-1,1,0,2,1.7,2.2,7,2.2,201,False,,,44,105377.jpg,2.5,0.4,a,10,2,10,1732,359,0.5,2.3,Alioski,156,0,0,1,1,0,0,0,0,0,0,1,37,23.4,38.5,36.0,9.9,281,114,138,34,158,38,213,72,,,,,,,5.769230769230768,0.5681818181818181,0.11363636363636363
,,106617,1,-1,4,-4,1,4,6.5,7.0,17,7.0,202,True,,,59,106617.jpg,8.2,27.3,a,10,2,49,207275,7142,1.2,8.3,Bamford,490,6,2,2,8,0,0,0,1,0,0,8,177,226.8,51.9,311.0,59.0,6,3,107,14,5,4,10,3,,,,,2.0,,9.0,1.3898305084745761,1.0508474576271185
100.0,100.0,221399,0,0,0,0,0,3,2.5,3.0,3,3.0,203,False,,2020-09-27 12:30:11.084077,55,221399.jpg,4.2,1.9,a,10,2,21,3071,4041,0.5,3.8,Harrison,441,1,1,2,8,0,0,0,0,0,0,1,77,119.0,172.3,104.0,39.6,59,20,10,8,46,25,27,12,2.0,,3.0,,,,4.285714285714286,0.7636363636363637,0.4
0.0,0.0,155405,0,0,0,0,0,3,0.0,0.0,0,1.2,204,False,Shoulder injury - Expected back 05 Dec,2020-10-20 16:30:15.895118,50,155405.jpg,2.4,2.0,i,10,2,12,97,17742,0.2,2.4,Phillips,450,0,1,1,9,0,0,0,2,0,0,0,85,118.4,147.8,8.0,27.4,60,21,17,12,267,139,60,34,1.0,,1.0,,,,2.4000000000000004,0.48,0.07999999999999999
,,165808,0,0,2,-2,1,3,2.7,3.2,6,3.2,205,False,,,57,165808.jpg,5.3,9.4,a,10,2,32,22419,11426,0.6,5.6,Costa,487,2,2,2,9,0,0,0,0,0,0,2,92,137.8,95.4,145.0,37.9,38,12,45,34,31,14,29,14,,,,,,,5.913757700205339,0.9298245614035087,0.5789473684210525
,,173821,0,0,-1,1,0,3,0.0,0.5,0,0.5,206,False,,,49,173821.jpg,1.0,0.1,a,10,2,4,105,235,0.1,0.8,Roberts,173,0,0,0,4,0,0,0,0,0,0,0,16,13.6,31.6,11.0,5.6,311,133,162,100,239,121,285,129,,,,,,,2.0809248554913293,0.2040816326530612,-0.2040816326530612
0.0,0.0,204642,0,0,-2,2,0,3,0.0,0.0,0,0.0,207,False,Knee injury - Unknown return date,2020-10-22 16:00:15.327420,48,204642.jpg,0.0,0.0,i,10,2,0,4,139,0.0,0.0,Grot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,210,515,210,500,204,529,210,,,,,,,,0.0,-0.4166666666666667
0.0,0.0,214987,0,0,0,0,0,1,0.0,0.0,0,0.0,208,False,Contract ended,2020-10-05 07:11:41.404637,40,214987.jpg,0.0,1.7,u,10,2,0,28,2480,0.0,0.0,Miazek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,37,391,16,354,14,414,37,,,,,,,,0.0,-0.5
,,215460,0,0,-1,1,0,3,0.3,0.8,0,0.8,209,False,,,44,215460.jpg,1.0,0.5,a,10,2,3,951,1336,0.2,0.7,Poveda-Ocampo,88,0,0,0,0,0,0,0,0,0,0,0,8,12.8,16.1,43.0,7.2,313,135,222,132,133,73,263,121,,,,,,,3.068181818181818,0.22727272727272727,-0.22727272727272727
,,221610,0,0,-2,2,0,3,0.3,0.8,3,0.8,210,False,,,48,221610.jpg,2.0,0.0,a,10,2,4,139,53,0.2,0.8,Shackleton,78,0,0,1,1,0,0,0,0,0,0,0,16,11.2,16.9,6.0,3.4,323,143,220,130,283,146,320,148,,,,,,,4.615384615384615,0.4166666666666667,0.0
,,222694,0,0,0,0,0,2,0.0,0.5,0,0.5,211,False,,,40,222694.jpg,0.7,2.4,a,10,2,2,6527,3595,0.1,0.5,Struijk,184,0,0,0,5,0,0,0,1,0,0,0,31,53.2,2.1,2.0,5.8,194,80,314,107,305,104,280,99,,,,,,,0.9782608695652174,0.175,-0.325
0.0,0.0,434138,0,0,-1,1,0,3,0.0,0.0,0,0.0,212,False,Joined Swindon Town on loan until the end of the season on 21/9. - Expected back 01 Jul,2020-09-23 08:30:15.575137,44,434138.jpg,0.0,0.7,n,10,2,0,72,1479,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,470,184,452,184,423,171,475,184,,,,,,,,0.0,-0.45454545454545453
,,437495,0,0,0,0,1,1,4.7,5.2,7,5.2,213,False,,,45,437495.jpg,4.0,3.8,a,10,2,24,21146,2523,1.2,5.3,Meslier,540,0,0,2,9,0,0,0,0,0,16,3,125,114.6,10.0,0.0,12.5,66,11,275,1,469,46,173,8,,,,,,,4.0,0.8888888888888888,0.4444444444444444
,,455084,0,0,0,0,0,2,-0.3,0.2,0,0.2,214,False,,,40,455084.jpg,1.0,1.4,a,10,2,1,1678,2133,0.0,0.2,Davis,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,417,157,357,133,362,135,421,156,,,,,,,6.923076923076923,0.25,-0.25
,,467114,-1,1,-1,1,0,2,-0.5,0.0,0,0.0,215,False,,,39,467114.jpg,0.0,0.7,a,10,2,0,4208,1062,0.0,0.0,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,142,369,141,330,117,392,141,,,,,,,,0.0,-0.5128205128205129
,,193645,0,0,0,0,1,2,4.0,4.5,8,4.5,491,False,,,45,193645.jpg,3.2,0.7,a,10,2,19,6804,722,1.0,4.2,Koch,540,0,0,2,9,0,0,0,0,0,0,2,104,102.6,2.7,45.0,15.1,81,26,308,104,123,24,141,40,,,,,,,3.166666666666667,0.7111111111111111,0.2666666666666667
,,80954,0,0,-2,2,0,4,3.5,4.0,5,4.0,492,False,,,58,80954.jpg,3.0,3.2,a,10,2,18,3243,7558,0.7,3.1,Rodrigo,320,1,1,1,3,0,0,0,0,0,0,3,62,62.4,82.0,175.0,32.0,166,18,56,4,26,17,46,17,,,,,,,5.0625,0.5172413793103449,0.1724137931034483
,,463912,0,0,0,0,0,1,-0.5,0.0,0,0.0,532,False,,,40,463912.jpg,0.0,0.3,a,10,2,0,575,463,0.0,0.0,Caprile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,39,399,18,364,16,423,39,,,,,,,,0.0,-0.5
0.0,0.0,480216,-1,1,-1,1,0,3,0.0,0.0,0,0.0,533,False,Joined UD Logrones on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05 23:00:19.642720,44,480216.jpg,0.0,0.0,n,10,2,0,18,87,0.0,0.0,Bogusz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,187,455,187,426,174,478,187,,,,,,,,0.0,-0.45454545454545453
0.0,0.0,149915,-1,1,-1,1,0,2,0.0,0.0,0,0.0,549,False,Muscle injury - Unknown return date,2020-10-11 23:30:12.093957,44,149915.jpg,0.0,0.0,i,10,2,0,10,132,0.0,0.0,Llorente,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,179,437,178,406,162,461,179,,,,,,,,0.0,-0.45454545454545453
,,219961,0,0,0,0,0,3,0.5,1.0,1,1.0,570,False,,,55,219961.jpg,1.0,0.0,a,10,2,2,220,250,0.2,0.4,Raphinha,15,0,0,0,0,0,0,0,0,0,0,0,5,0.4,5.0,10.0,1.5,384,175,289,153,248,127,365,166,,,,,,,12.0,0.18181818181818182,-0.18181818181818182
100.0,100.0,15157,0,0,-2,2,0,3,1.8,1.8,1,0.8,241,False,,2020-09-25 19:30:11.891509,53,15157.jpg,1.0,0.1,a,11,14,4,124,222,0.2,0.8,Milner,66,0,0,0,1,0,0,0,0,0,0,0,21,17.0,22.3,6.0,4.5,302,127,204,120,286,147,301,139,4.0,,,,1.0,,5.454545454545455,0.18867924528301888,-0.18867924528301888
0.0,0.0,214285,0,0,-1,1,0,2,0.0,0.0,0,0.0,242,False,Thigh injury - Unknown return date,2020-09-30 12:30:18.188585,49,214285.jpg,0.0,0.0,i,11,14,0,9,92,0.0,0.0,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542,209,532,209,521,202,546,209,,,,,,,,0.0,-0.4081632653061224
,,41733,-1,1,-2,2,0,3,2.8,2.8,2,1.8,243,False,,,53,41733.jpg,2.0,1.3,a,11,14,12,800,2396,0.3,2.3,Wijnaldum,451,0,0,1,12,0,0,0,0,0,0,0,58,57.0,64.9,82.0,20.4,182,74,87,59,58,33,92,53,,,,,,,2.3946784922394677,0.37735849056603776,0.0
100.0,100.0,56979,0,0,-1,1,0,3,2.0,2.0,2,1.0,244,False,,2020-09-20 18:30:17.718166,54,56979.jpg,1.8,1.2,a,11,14,7,1538,1517,0.2,1.3,Henderson,290,0,0,0,5,0,0,0,0,0,0,0,58,57.2,71.4,48.0,17.7,181,73,76,53,114,64,115,62,,,3.0,,,,2.1724137931034484,0.3333333333333333,-0.03703703703703703
,,60706,0,0,0,0,0,1,1.5,1.5,0,0.5,245,False,,,45,60706.jpg,1.0,0.7,a,11,14,2,990,5932,0.1,0.4,Adrián,180,0,0,0,9,0,0,0,0,0,7,0,28,42.2,0.0,0.0,4.2,218,20,465,38,438,36,311,20,,,,,,,1.0,0.2222222222222222,-0.2222222222222222
75.0,75.0,60914,0,0,-1,1,0,2,0.9,0.9,0,0.2,246,False,Knock - 75% chance of playing,2020-10-20 22:30:18.741527,54,60914.jpg,1.0,0.3,d,11,14,2,143,1298,0.0,0.4,Matip,91,0,0,0,2,0,0,0,0,0,0,0,12,12.6,0.8,17.0,3.0,315,126,341,125,223,71,325,116,,,,,,,1.978021978021978,0.18518518518518517,-0.18518518518518517
100.0,100.0,68312,0,0,-1,1,0,3,1.0,1.0,0,0.0,247,False,,2020-10-07 10:30:13.130207,64,68312.jpg,0.0,0.1,a,11,14,0,83,88,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,585,235,585,234,586,234,587,235,5.0,,5.0,,,,,0.0,-0.3125
0.0,0.0,81880,0,0,-1,1,0,3,0.0,0.0,0,0.0,248,False,Knee injury - Unknown return date,2020-08-21 14:30:10.835560,64,81880.jpg,0.0,0.0,i,11,14,0,24,46,0.0,0.0,Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,586,236,586,235,587,235,588,236,,,,,,,,0.0,-0.3125
,,92217,0,0,-2,2,0,4,5.5,5.5,9,4.5,249,False,,,93,92217.jpg,4.0,2.6,a,11,14,24,3309,4067,0.5,2.6,Firmino,491,1,2,1,12,0,0,0,1,0,0,3,108,106.0,123.6,239.0,46.9,78,15,27,2,11,8,14,7,,,,,4.0,,4.3991853360488795,0.4301075268817204,0.2150537634408602
0.0,0.0,97032,0,0,-1,1,0,2,0.0,0.0,0,0.2,250,False,Knee injury - Unknown return date,2020-10-17 15:00:18.628318,64,97032.jpg,3.0,12.4,i,11,14,15,238,132129,0.0,2.3,van Dijk,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,118,43,292,93,84,12,136,37,,,,,,,3.6486486486486487,0.46875,0.15625
100.0,100.0,110979,0,0,0,0,1,3,6.2,6.2,8,5.2,251,False,,2020-10-02 22:00:17.931191,120,110979.jpg,7.8,9.2,a,11,14,39,31035,4658,0.4,3.2,Mané,439,4,2,1,7,0,0,0,2,0,0,4,124,206.0,137.3,300.0,64.5,12,7,23,17,6,2,4,3,,,,,3.0,,7.995444191343963,0.65,0.48333333333333334
100.0,50.0,116535,0,0,-1,1,1,1,2.0,1.0,2,1.0,252,False,,2020-10-04 18:30:13.420898,59,116535.jpg,4.8,7.3,a,11,14,19,7421,10267,0.2,3.2,Alisson,360,0,0,1,5,0,1,0,0,0,6,2,79,89.8,0.0,0.0,9.0,106,15,579,64,580,64,228,15,,,,,,,4.75,0.8135593220338982,0.47457627118644063
,,116643,0,0,0,0,0,3,2.8,2.8,2,1.8,253,False,,,55,116643.jpg,2.3,1.5,a,11,14,14,3523,3047,0.3,2.5,Fabinho,482,0,1,1,12,0,0,0,1,0,0,0,85,89.8,33.5,9.0,13.4,104,40,155,95,255,132,163,83,,,4.0,,,,2.6141078838174274,0.41818181818181815,0.054545454545454515
,,118748,1,-1,4,-4,1,3,7.8,7.8,2,6.8,254,True,,,124,118748.jpg,8.3,47.7,a,11,14,50,24086,21766,0.5,4.0,Salah,540,6,1,1,14,0,0,0,0,0,0,4,177,274.4,228.1,458.0,96.0,3,2,3,3,1,1,1,1,6.0,,2.0,,2.0,,8.333333333333332,0.6693548387096775,0.5080645161290323
,,122798,0,0,1,-1,1,2,5.2,5.2,2,4.2,255,False,,,71,122798.jpg,4.5,19.2,a,11,14,27,36469,15074,0.6,3.8,Robertson,540,1,2,1,14,0,0,0,0,0,0,4,137,152.6,162.4,114.0,43.0,28,7,12,4,42,1,19,1,1.0,,,,,,4.5,0.6338028169014085,0.35211267605633806
,,152760,0,0,-2,2,0,4,1.0,1.0,0,0.0,256,False,,,53,152760.jpg,0.0,0.7,a,11,14,0,371,1622,0.0,0.0,Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,60,556,62,552,64,565,64,,,,,,,,0.0,-0.37735849056603776
0.0,0.0,153682,0,0,-3,3,0,3,0.0,0.0,0,0.0,257,False,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16 21:30:11.702823,52,153682.jpg,0.0,0.0,n,11,14,0,7,104,0.0,0.0,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,557,222,552,222,548,219,561,222,,,,,,,,0.0,-0.3846153846153846
,,157882,0,0,-4,4,0,3,1.8,1.8,1,0.8,258,False,,,61,157882.jpg,1.0,0.2,a,11,14,4,96,313,0.1,0.7,Minamino,57,0,0,0,3,0,0,0,0,0,0,0,12,7.2,1.6,30.0,3.8,347,157,327,164,175,93,318,147,,,,,,,6.315789473684211,0.1639344262295082,-0.1639344262295082
,,169187,-1,1,-1,1,0,2,3.2,3.2,2,2.2,259,False,,,74,169187.jpg,2.8,35.0,a,11,14,17,12392,61129,0.3,2.3,Alexander-Arnold,538,0,1,1,14,0,0,0,1,0,0,4,120,107.0,191.8,61.0,35.9,76,25,7,2,90,13,33,3,2.0,,1.0,,,,2.843866171003717,0.37837837837837834,0.10810810810810807
100.0,100.0,171287,0,0,-1,1,0,2,2.2,2.2,2,1.2,260,False,,2020-09-20 18:30:17.764520,54,171287.jpg,1.2,2.8,a,11,14,6,6938,2980,0.2,1.1,Gomez,409,0,0,0,12,0,0,0,0,0,0,0,73,87.8,15.4,0.0,10.3,109,38,229,66,559,211,206,69,,,,,,,1.3202933985330074,0.2222222222222222,-0.14814814814814814
75.0,75.0,175592,0,0,-2,2,0,3,1.4,1.4,0,0.8,261,False,Illness - 75% chance of playing,2020-10-16 13:00:23.757258,53,175592.jpg,1.8,0.3,d,11,14,7,9,1207,0.2,1.3,Keita,243,0,0,1,7,0,0,0,0,0,0,0,33,17.6,25.8,92.0,13.6,300,125,184,108,51,30,158,81,,,,,,,2.5925925925925926,0.339622641509434,-0.037735849056603765
,,206915,0,0,-1,1,0,3,1.2,1.2,0,0.2,263,False,,,44,206915.jpg,1.0,0.5,a,11,14,2,1319,1193,0.0,0.5,Jones,53,0,0,0,3,0,0,0,0,0,0,0,6,8.2,14.6,2.0,2.5,338,153,235,136,309,153,335,151,,,,,,,3.3962264150943393,0.22727272727272727,-0.22727272727272727
,,215136,0,0,0,0,0,2,1.0,1.0,0,0.0,264,False,,,40,215136.jpg,0.0,3.2,a,11,14,0,1739,3477,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,152,392,151,355,129,415,151,3.0,,,,,,,0.0,-0.5
0.0,0.0,444884,0,0,-1,1,0,3,0.0,0.0,0,0.0,265,False,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16 21:30:11.725544,44,444884.jpg,0.0,0.2,n,11,14,0,44,588,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471,185,453,185,424,172,476,185,,,,,,,,0.0,-0.45454545454545453
,,194634,0,0,-2,2,0,3,5.5,5.5,9,4.5,468,False,,,63,194634.jpg,4.5,1.8,a,11,14,18,12982,2828,0.7,2.9,Jota,194,2,0,0,9,0,0,0,0,0,0,2,57,80.4,36.0,124.0,24.0,122,45,145,89,38,20,70,41,,,,,,,8.350515463917526,0.7142857142857143,0.39682539682539686
75.0,75.0,61558,0,0,0,0,0,3,1.1,1.1,0,0.5,531,False,Knock - 75% chance of playing,2020-09-28 21:00:20.374299,60,61558.jpg,1.5,1.8,d,11,14,3,2264,7308,0.1,0.5,Thiago,135,0,0,0,2,0,0,0,0,0,0,0,22,20.2,44.6,12.0,7.7,291,119,128,82,235,118,254,116,,,,,,,2.0,0.25,-0.08333333333333333
,,200720,0,0,0,0,0,1,1.0,1.0,0,0.0,560,False,,,45,200720.jpg,0.0,0.0,a,11,14,0,19,43,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,494,61,482,46,456,44,499,61,,,,,,,,0.0,-0.4444444444444444
,,197464,0,0,0,0,0,2,2.1,2.1,0,0.0,589,False,,,40,197464.jpg,0.0,0.0,a,11,14,0,130,23,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,149,388,148,351,126,411,148,,,,,,,,0.0,-0.5
0.0,0.0,27789,0,0,0,0,0,2,0.0,0.0,0,0.8,266,False,Muscle injury - Expected back 05 Dec,2020-10-21 21:30:14.233293,55,27789.jpg,1.2,1.0,i,12,43,5,28,8733,0.1,0.9,Fernandinho,154,0,0,0,2,0,0,0,0,0,0,0,24,33.4,13.2,30.0,7.7,258,103,246,75,173,46,253,86,,,,,,,2.922077922077922,0.21818181818181817,-0.14545454545454548
0.0,0.0,33148,0,0,0,0,0,1,0.0,0.0,0,0.0,267,False,Contract expired,2020-08-18 13:59:17.226190,45,33148.jpg,0.0,0.0,u,12,43,0,7,39,0.0,0.0,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,55,458,35,429,33,480,55,,,,,,,,0.0,-0.4444444444444444
50.0,100.0,37572,0,0,-1,1,0,4,0.9,1.8,1,0.8,268,False,Muscle injury - 50% chance of playing,2020-10-24 14:30:20.763977,104,37572.jpg,1.5,2.6,d,12,43,3,4162,27604,0.1,0.3,Agüero,109,0,0,1,1,0,0,0,0,0,0,0,16,4.0,36.8,18.0,5.8,359,39,143,20,217,39,281,37,,,,,2.0,,2.4770642201834865,0.14423076923076922,-0.04807692307692307
0.0,0.0,57410,0,0,-1,1,0,2,0.0,0.0,0,0.0,269,False,Joined Benfica on a permanent deal on 29/9,2020-09-24 23:30:12.376512,49,57410.jpg,0.0,0.3,u,12,43,0,8,653,0.0,0.0,Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,205,523,205,510,196,537,205,,,,,,,,0.0,-0.4081632653061224
,,58621,0,0,0,0,0,2,3.8,3.8,2,2.8,270,False,,,60,58621.jpg,2.6,6.2,a,12,43,13,15938,6516,0.5,2.2,Walker,437,0,0,1,8,0,0,0,0,0,0,1,76,72.6,62.5,48.0,18.3,142,52,91,19,116,22,110,31,,,,,,,2.677345537757437,0.43333333333333335,0.10000000000000002
100.0,100.0,59859,0,0,-1,1,0,3,1.8,1.8,2,0.8,271,False,,2020-09-21 10:30:18.211907,54,59859.jpg,1.5,0.3,a,12,43,3,784,387,0.1,0.6,Gündogan,115,0,0,0,1,0,0,0,0,0,0,0,13,12.4,34.4,10.0,5.7,316,136,151,93,246,126,283,128,3.0,,4.0,,2.0,,2.3478260869565215,0.27777777777777773,-0.09259259259259259
100.0,50.0,61366,0,0,0,0,0,3,2.2,1.1,1,1.2,272,False,,2020-10-12 20:30:22.007151,115,61366.jpg,4.5,15.2,a,12,43,18,15534,35513,0.1,1.6,De Bruyne,292,1,1,0,7,0,0,0,0,0,0,3,73,122.4,204.7,138.0,46.6,54,18,5,5,35,17,15,8,1.0,,1.0,,1.0,,5.547945205479452,0.391304347826087,0.21739130434782608
,,97299,0,0,-1,1,0,2,1.0,1.0,0,0.0,273,False,,,49,97299.jpg,2.0,0.4,a,12,43,2,349,1153,0.0,0.4,Stones,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,0.3,0.0,2.1,289,118,360,135,516,199,349,127,,,,,,,2.0,0.4081632653061224,0.0
0.0,0.0,102826,0,0,0,0,0,2,0.0,0.0,0,0.2,274,False,Muscle injury - Expected back 21 Nov,2020-10-17 22:30:19.749260,60,102826.jpg,0.7,1.3,i,12,43,2,98,5093,0.0,0.3,Mendy,250,0,0,0,7,0,0,0,2,0,0,0,23,16.6,26.2,10.0,5.1,304,123,183,51,250,79,293,103,,,,,,,0.72,0.11666666666666665,-0.21666666666666667
,,103025,-1,1,-1,1,1,3,5.8,5.8,2,4.8,275,False,,,84,103025.jpg,4.8,3.8,a,12,43,19,4797,16131,0.6,2.3,Mahrez,346,1,1,1,7,0,0,0,0,0,0,2,64,77.2,120.0,177.0,37.4,127,47,30,22,24,9,30,15,2.0,,3.0,,4.0,,4.942196531791907,0.5714285714285714,0.3333333333333333
100.0,100.0,103955,0,0,1,-1,0,3,7.0,7.0,2,6.0,276,False,,2020-10-05 14:30:18.130093,116,103955.jpg,5.8,7.4,a,12,43,29,9436,18259,0.5,2.5,Sterling,441,2,1,1,8,0,0,0,0,0,0,5,63,115.0,98.6,200.0,41.4,64,24,42,32,20,7,26,11,,,2.0,,6.0,,5.918367346938775,0.5,0.3275862068965517
100.0,100.0,121145,0,0,-1,1,0,2,4.2,4.2,5,3.2,277,False,,2020-09-21 22:00:11.898705,54,121145.jpg,6.5,0.7,a,12,43,13,8329,725,0.6,2.4,Cancelo,180,0,1,1,1,0,0,0,1,0,0,3,50,55.0,64.7,22.0,14.2,186,74,88,18,199,57,152,46,,,,,,,6.499999999999999,1.2037037037037037,0.8333333333333333
,,121160,0,0,0,0,0,1,4.2,4.2,2,3.2,278,False,,,60,121160.jpg,3.0,6.0,a,12,43,15,4289,8029,0.5,2.5,Ederson,450,0,0,1,8,0,0,0,0,0,12,0,76,98.8,0.0,0.0,9.9,91,13,582,65,583,65,217,14,,,,,,,3.0,0.5,0.16666666666666666
75.0,75.0,126184,0,0,0,0,0,2,2.8,2.8,0,2.8,279,False,Groin Injury - 75% chance of playing,2020-10-21 22:00:15.228173,55,126184.jpg,3.2,6.7,d,12,43,13,775,29935,0.5,2.4,Aké,289,1,0,1,6,0,0,0,2,0,0,0,57,64.4,24.7,19.0,10.8,159,63,189,54,213,65,194,65,,,,,,,4.048442906574395,0.5818181818181819,0.21818181818181823
50.0,50.0,146941,0,0,0,0,0,2,0.8,0.8,0,0.5,280,False,Muscle injury - 50% chance of playing,2020-10-17 22:30:19.767834,60,146941.jpg,2.0,2.5,d,12,43,2,507,7061,0.1,0.3,Laporte,90,0,0,0,1,0,0,0,0,0,0,0,9,10.8,0.7,6.0,1.8,325,127,345,128,289,95,358,129,,,,,,,2.0,0.3333333333333333,0.0
100.0,100.0,165809,0,0,-1,1,0,3,2.5,2.5,2,1.5,281,False,,2020-09-08 22:30:12.089513,74,165809.jpg,2.0,0.6,a,12,43,6,1916,1832,0.2,0.8,Bernardo Silva,182,0,0,1,1,0,0,0,0,0,0,0,26,22.8,24.7,14.0,6.2,282,115,190,111,232,116,275,125,4.0,,,,,,2.967032967032967,0.27027027027027023,0.0
0.0,0.0,205651,0,0,-2,2,0,4,0.0,0.0,0,0.0,282,False,Thigh injury - Unknown return date,2020-09-25 18:00:17.193627,93,205651.jpg,6.0,0.8,i,12,43,6,55,1653,0.0,0.6,Jesus,90,1,0,0,1,0,0,0,1,0,0,1,28,47.0,13.8,45.0,10.6,208,21,242,30,127,33,198,27,,,,,5.0,,6.0,0.6451612903225806,0.4301075268817204
100.0,100.0,206325,0,0,0,0,0,2,1.2,1.2,1,0.2,283,False,,2020-10-01 01:00:15.242512,55,206325.jpg,1.0,0.2,a,12,43,1,223,185,0.0,0.2,Zinchenko,12,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.2,0.0,0.2,383,139,336,121,571,214,386,137,,,,,,,7.5,0.18181818181818182,-0.18181818181818182
,,209244,0,0,1,-1,0,3,5.0,5.0,6,4.0,284,False,,,66,209244.jpg,5.0,8.1,a,12,43,25,26406,8511,0.6,3.8,Foden,376,2,1,1,5,0,0,0,0,0,0,2,81,101.8,62.8,157.0,32.1,82,29,90,61,30,13,45,24,5.0,,,,,,5.98404255319149,0.7575757575757576,0.4545454545454546
,,220394,-1,1,-1,1,0,3,1.0,1.0,0,0.0,285,False,,,44,220394.jpg,0.0,0.1,a,12,43,0,130,143,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,181,446,181,416,167,469,181,,,,,,,,0.0,-0.45454545454545453
,,220566,0,0,-1,1,0,3,3.0,3.0,2,2.0,286,False,,,54,220566.jpg,1.8,0.5,a,12,43,9,573,1059,0.4,1.7,Rodrigo,450,0,0,1,8,0,0,0,2,0,0,0,69,72.0,82.9,19.0,17.4,144,56,55,40,212,110,116,63,,,,,,,1.8,0.3333333333333333,-0.03703703703703703
,,224444,0,0,-1,1,0,3,2.5,2.5,0,1.5,287,False,,,69,224444.jpg,2.3,0.8,a,12,43,7,569,1831,0.2,1.0,Torres,99,0,1,0,3,0,0,0,0,0,0,0,15,17.6,24.0,41.0,8.2,301,126,197,115,144,80,243,109,,,,,,,6.363636363636363,0.3333333333333333,0.04347826086956519
100.0,100.0,432656,0,0,-2,2,0,2,1.5,1.5,2,0.5,288,False,,2020-10-03 19:00:20.343624,48,432656.jpg,1.0,0.2,a,12,43,2,589,295,0.1,0.4,Garcia,180,0,0,0,6,0,0,0,0,0,0,0,33,37.0,22.6,1.0,6.0,242,97,201,57,324,113,277,97,,,,,,,1.0,0.20833333333333334,-0.20833333333333334
100.0,100.0,449926,0,0,0,0,0,3,1.0,1.0,0,0.0,537,False,,2020-09-24 23:30:12.771005,45,449926.jpg,0.0,0.0,a,12,43,0,42,14,0.0,0.0,Bernabé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,199,493,199,470,187,510,199,,,,,,,,0.0,-0.4444444444444444
